Sub-Borough Area,year,unit_occ_own_pct,hp_first_fhava_pct,hp_first_orig_lmi_app_pct,unit_num,hh_inc_own_med_adj,hh_inc_rent_med_adj,rent_burden_med,voucher_pct,rent_pct_nycha,Poverty rate,Population,pop_race_asian_pct,pop_race_black_pct,pop_race_hisp_pct,pop_race_white_pct,sb
Flatlands/Canarsie,2009.0,0.591787,0.467105263157895,0.00822368421052632,72074.0,100196.571122137,44829.403644041,0.29,0.0478551,,0.093026,213442.0,0.0194385,0.595801,0.0684964,0.294975,28.0
Astoria,2009.0,0.209259,0.0740740740740741,0.259259259259259,83301.0,74119.0720025335,49251.3359020374,0.295,0.007771,,0.159138,176394.0,0.105809,0.062281,0.251942,0.559571,39.0
Sunnyside/Woodside,2009.0,0.258466,0.0224550898203593,0.219364599092284,54166.0,83384.6781632007,61056.6355832366,0.28,0.0095753,,0.102134,131011.0,0.300318,0.0150216,0.356794,0.306112,40.0
Jackson Heights,2009.0,0.371521,0.131348511383538,0.45183887915937,56819.0,74555.8345824976,52189.6619360287,0.319,0.0169472,,0.160374,187902.0,0.165794,0.050239,0.651739,0.115566,41.0
Elmhurst/Corona,2009.0,0.243037,0.033003300330033,0.643564356435644,46300.0,63562.8208635068,46814.4780154122,0.353,0.0215137,,0.223227,147604.0,0.333392,0.0626948,0.502202,0.0930327,42.0
Middle Village/Ridgewood,2009.0,0.422189,0.219653179190751,0.0789980732177264,69916.0,87173.4202259052,48745.2459284282,0.315,0.0271694,,0.121193,187972.0,0.0844275,0.0108314,0.334709,0.559323,43.0
Rego Park/Forest Hills,2009.0,0.47626,0.0131147540983607,0.0382513661202186,55720.0,97021.3764931912,59913.8890446532,0.299,0.0174375,,0.104357,114945.0,0.250511,0.0226978,0.115177,0.57999,44.0
Flushing/Whitestone,2009.0,0.466229,0.0248447204968944,0.135869565217391,99551.0,83101.5913058165,48551.1292262219,0.337,0.0093362,,0.114254,264586.0,0.434619,0.0268835,0.188294,0.329318,45.0
Hillcrest/Fresh Meadows,2009.0,0.484263,0.0451436388508892,0.00683994528043776,58843.0,71622.1303747493,53514.9706112108,0.286,0.0126438,,0.128877,161047.0,0.30606,0.123008,0.197942,0.338007,46.0
Ozone Park/Woodhaven,2009.0,0.462328,0.373695198329854,0.131524008350731,47624.0,76064.8608508392,48164.0512783701,0.323,0.0501785,,0.115549,146340.0,0.244813,0.0650403,0.402679,0.202016,47.0
South Ozone Park/Howard Beach,2009.0,0.660818,0.387867647058824,0.0294117647058824,39682.0,86115.0220162567,54944.2703768605,0.302,0.0371629,,0.0807338,125305.0,0.185531,0.184486,0.237588,0.267595,48.0
Bayside/Little Neck,2009.0,0.697997,0.0262008733624454,0.0,46678.0,95917.9154776734,64529.9380048559,0.321,0.0019042,,0.0755848,123621.0,0.339934,0.0324136,0.0805446,0.539455,49.0
Jamaica,2009.0,0.511053,0.684380032206119,0.236714975845411,73600.0,80865.7828607622,45416.3755769028,0.314,0.0580873,,0.127064,220918.0,0.09389,0.669189,0.146362,0.0187626,50.0
Queens Village,2009.0,0.726196,0.422116527942925,0.00237812128418549,65917.0,98159.5012055315,60526.2810218516,0.29,0.0318941,,0.0616608,201542.0,0.168962,0.561015,0.0994135,0.140616,51.0
Rockaways,2009.0,0.442578,0.404907975460123,0.384615384615385,48066.0,96465.6018874696,35865.37164573,0.302,0.1428068,,0.200949,117525.0,0.00782812,0.383076,0.200391,0.395184,52.0
North Shore,2009.0,0.553777,0.396648044692737,0.136871508379888,67151.0,98985.6526464689,33949.6246680038,0.357,0.0879647,,0.173862,179381.0,0.0701468,0.223836,0.255122,0.422486,53.0
Mid-Island,2009.0,0.720876,0.240620957309185,0.0284605433376455,53075.0,97909.9225884092,37224.1885611739,0.371,0.0191748,,0.113359,150278.0,0.118966,0.0330188,0.133592,0.709059,54.0
South Shore,2009.0,0.820932,0.254716981132075,0.000943396226415094,59889.0,97218.9595650797,65592.9580407474,0.272,0.0272551,,0.0434189,162071.0,0.0356572,0.0123835,0.0771699,0.871248,55.0
Greenwich Village/Financial District,2009.0,0.288393,0.00282087447108604,0.0198300283286119,87231.0,150565.233518421,104893.502041592,0.256,0.0107766,,0.0789021,140133.0,0.149993,0.0183326,0.0572599,0.736379,29.0
Lower East Side/Chinatown,2009.0,0.134126,0.0,0.462365591397849,75622.0,95883.2517808508,41506.3105753193,0.306,0.0331045,,0.259249,162014.0,0.335897,0.0681978,0.219098,0.346655,30.0
Morningside Heights/Hamilton Heights,2009.0,0.15621,0.0257731958762887,0.608247422680412,49461.0,102729.331903304,37583.5355515676,0.311,0.0724319,,0.252733,132851.0,0.0525401,0.242339,0.42288,0.249723,35.0
Central Harlem,2009.0,0.154355,0.0578034682080925,0.959537572254335,58424.0,121891.423506809,31045.962330835,0.295,0.0731028,,0.271417,122336.0,0.0246616,0.629545,0.186053,0.133673,36.0
East Harlem,2009.0,0.0793573,0.0319148936170213,0.893617021276596,45868.0,88494.1070748443,28865.6158006967,0.287,0.1056381,,0.299885,113328.0,0.0513465,0.319083,0.476758,0.141792,37.0
Washington Heights/Inwood,2009.0,0.105608,0.0119047619047619,0.458333333333333,75053.0,85531.5164530772,40319.6566874274,0.327,0.0899534,,0.258616,208123.0,0.0191089,0.10477,0.663036,0.194438,38.0
Mott Haven/Hunts Point,2009.0,0.0606728,0.358208955223881,1.0,50664.0,57507.0730286076,20671.1178718463,0.326,0.1765081,,0.416184,151980.0,0.00504014,0.285531,0.673937,0.026464,1.0
Morrisania/Belmont,2009.0,0.0763058,0.28,1.0,56331.0,77608.5508160034,24330.4487997466,0.371,0.2210709,,0.388784,149921.0,0.0126867,0.336044,0.60087,0.0427558,2.0
Highbridge/South Concourse,2009.0,0.0780557,0.277777777777778,1.0,48892.0,59318.8289158662,32632.404188747,0.329,0.1495658,,0.31397,136768.0,0.0198658,0.340621,0.61578,0.0192223,3.0
University Heights/Fordham,2009.0,0.0467252,0.727272727272727,1.0,48327.0,89992.7342341391,27081.5908708962,0.388,0.2012477,,0.40861,152903.0,0.0106342,0.30314,0.655762,0.014931,4.0
Kingsbridge Heights/Mosholu,2009.0,0.0834139,0.0641025641025641,0.794871794871795,46935.0,83666.6095640241,30761.7200168901,0.361,0.1917013,,0.350232,130290.0,0.0610331,0.184366,0.664533,0.0704966,5.0
Riverdale/Kingsbridge,2009.0,0.337911,0.0461538461538462,0.0892307692307692,46191.0,86415.4407220522,49238.6258798691,0.278,0.0779812,,0.133741,105102.0,0.0500371,0.0933569,0.418574,0.420011,6.0
Soundview/Parkchester,2009.0,0.187654,0.481586402266289,0.626062322946176,68578.0,69306.5954270031,34696.0496062493,0.315,0.152112,,0.279253,182737.0,0.0742214,0.294992,0.573458,0.03354,7.0
Throgs Neck/Co-op City,2009.0,0.501529,0.186046511627907,0.013953488372093,48805.0,63277.4230930012,41751.2673661987,0.286,0.036001,,0.136447,114885.0,0.0279497,0.26409,0.300004,0.390747,8.0
Pelham Parkway,2009.0,0.317531,0.408450704225352,0.352380952380952,47748.0,82088.2559020374,40956.3132524016,0.29,0.1107726,,0.174335,126715.0,0.0708361,0.20468,0.398437,0.297408,9.0
Williamsbridge/Baychester,2009.0,0.396599,0.601374570446735,0.268041237113402,50986.0,85812.2923973398,37828.492342447,0.318,0.1215223,,0.166536,145986.0,0.0157823,0.684545,0.1983,0.0767128,10.0
Williamsburg/Greenpoint,2009.0,0.146716,0.0541310541310541,0.458689458689459,58462.0,71221.1869481685,42325.5292768922,0.319,0.0903303,,0.317349,139263.0,0.0512268,0.0402045,0.265383,0.630577,11.0
Brooklyn Heights/Fort Greene,2009.0,0.329312,0.0392156862745098,0.143790849673203,59485.0,138594.703549034,57368.4182413174,0.255,0.0209718,,0.173636,121297.0,0.0615267,0.296718,0.154901,0.45087700000000003,12.0
Bedford Stuyvesant,2009.0,0.209491,0.388888888888889,0.877777777777778,53655.0,79813.1619339175,27866.1458756466,0.336,0.1202064,,0.342017,132514.0,0.0378828,0.589281,0.212596,0.143789,13.0
Bushwick,2009.0,0.108815,0.413793103448276,1.0,47392.0,78718.9445708857,32788.3908244484,0.349,0.078344,,0.335298,134869.0,0.0403948,0.164626,0.690455,0.0891828,14.0
East New York/Starrett City,2009.0,0.249398,0.352409638554217,0.584229390681004,56101.0,72559.2056455188,30289.1382835427,0.349,0.1541467,,0.291843,163813.0,0.03189,0.514031,0.391343,0.0437694,15.0
Park Slope/Carroll Gardens,2009.0,0.370858,0.0245283018867925,0.0754716981132075,52655.0,150687.71191386,84350.639847989,0.255,0.0098176,,0.0842406,118886.0,0.0534546,0.0583164,0.180585,0.680055,16.0
Sunset Park,2009.0,0.279166,0.0238726790450928,0.704787234042553,50120.0,94569.4976712763,37328.1796516415,0.362,0.0367229,,0.275669,158333.0,0.304839,0.0333032,0.400232,0.253245,17.0
North Crown Heights/Prospect Heights,2009.0,0.212484,0.170454545454545,0.431818181818182,55979.0,83693.1850649214,40732.1546796157,0.292,0.0705755,,0.247727,125931.0,0.0266257,0.677887,0.107051,0.167369,18.0
South Crown Heights,2009.0,0.161019,0.22,0.79,42974.0,99740.1657806397,38851.0713987121,0.334,0.035973,,0.196541,109170.0,0.0227535,0.703609,0.0923514,0.171393,19.0
Bay Ridge,2009.0,0.394458,0.029535864978903,0.110169491525424,50247.0,90159.1199788874,52272.8548084028,0.318,0.0160002,,0.155561,128811.0,0.205689,0.0103873,0.128964,0.644192,20.0
Bensonhurst,2009.0,0.368637,0.011744966442953,0.424496644295302,63112.0,59704.7514071572,37813.4714071572,0.319,0.0741151,,0.144091,163384.0,0.322853,0.00920531,0.132228,0.529054,21.0
Borough Park,2009.0,0.310741,0.0152091254752852,0.581749049429658,50670.0,82390.9855209543,35792.5778824026,0.383,0.1181597,,0.275552,163645.0,0.130001,0.0289774,0.0968866,0.737279,22.0
Coney Island,2009.0,0.285972,0.03,0.483333333333333,48653.0,73874.1152116542,30183.9917365143,0.321,0.1620607,,0.199647,111063.0,0.129962,0.125532,0.151464,0.586856,23.0
Flatbush,2009.0,0.233967,0.0492424242424242,0.587121212121212,59191.0,88122.0500622823,38513.6780829727,0.332,0.0837449,,0.250538,163298.0,0.067239,0.345589,0.156824,0.41788,24.0
Sheepshead Bay/Gravesend,2009.0,0.482836,0.0444874274661509,0.117988394584139,59846.0,82951.3819529188,37235.7431267814,0.314,0.1406878,,0.119221,149806.0,0.1260691608,0.02307584448,0.06978840466,0.7788898756,25.0
Chelsea/Clinton/Midtown,2010.0,0.249227,0.00248447204968944,0.0225,91373.0,130729.970070247,79689.2615916036,0.259,0.0219831,,0.117346,134471.0,0.138677,0.0632255,0.125826,0.636048,31.0
Stuyvesant Town/Turtle Bay,2010.0,0.28216,0.00599520383693046,0.0,96382.0,135677.602572406,95133.1459163678,0.273,0.0165029,,0.070255,145044.0,0.131484,0.054025,0.0868978,0.692555,32.0
Upper West Side,2010.0,0.319712,0.0,0.0266323024054983,113725.0,196242.077587352,71201.6008743523,0.266,0.0211302,,0.104073,199843.0,0.0771305,0.0656565,0.15298,0.68096,33.0
Upper East Side,2010.0,0.326757,0.00161290322580645,0.0,139749.0,184713.128188521,86476.2091387671,0.27,0.0171624,,0.0675774,218842.0,0.0919248,0.0299485,0.0815931,0.776039,34.0
Brownsville/Ocean Hill,2010.0,0.175272,0.83206106870229,0.961832061068702,45117.0,71125.4834512422,23132.8801398299,0.337,0.1230455,,0.39763,115433.0,0.00440948,0.739875,0.246403,0.00391569,26.0
East Flatbush,2010.0,0.360456,0.730769230769231,0.521978021978022,52526.0,79175.7530058456,38024.6291268102,0.346,0.0539309,,0.15402,140285.0,0.00760595,0.89192,0.0747478,0.0113768,27.0
Flatlands/Canarsie,2010.0,0.578172,0.485483870967742,0.00967741935483871,71757.0,86535.2853477481,48881.0186080112,0.274,0.0435655,,0.114266,202929.0,0.037106600000000003,0.616585,0.0817724,0.249274,28.0
Astoria,2010.0,0.181249,0.22,0.346666666666667,77318.0,69261.1746255148,48634.4890436097,0.315,0.0076316,,0.189709,166666.0,0.144667,0.0685203,0.291553,0.465872,39.0
Sunnyside/Woodside,2010.0,0.242327,0.114661654135338,0.263653483992467,52558.0,91565.8517586688,54320.5741580311,0.335,0.0089442,,0.122173,125229.0,0.348066,0.0149087,0.341263,0.274401,40.0
Jackson Heights,2010.0,0.337066,0.206106870229008,0.377862595419847,58419.0,69311.1621869603,43328.9910447389,0.369,0.0149628,,0.223746,170161.0,0.166348,0.0621882,0.645547,0.104771,41.0
Elmhurst/Corona,2010.0,0.276151,0.0925925925925926,0.62962962962963,47382.0,68440.9241854325,41380.6122293078,0.399,0.021083,,0.191628,136517.0,0.352667,0.0649077,0.475223,0.0809643,42.0
Middle Village/Ridgewood,2010.0,0.404166,0.258802816901408,0.142605633802817,67649.0,74487.1469584496,53089.0624169656,0.322,0.0264979,,0.171418,180932.0,0.0894259,0.0113689,0.371095,0.516719,43.0
Rego Park/Forest Hills,2010.0,0.419629,0.010989010989011,0.0351648351648352,54436.0,91013.7164208848,51624.6540828019,0.362,0.0168682,,0.0969066,114462.0,0.268168,0.0117768,0.139618,0.563025,44.0
Flushing/Whitestone,2010.0,0.490351,0.0291345329905741,0.108919382504288,93631.0,80804.8930765909,45094.4608285173,0.343,0.0086102,,0.142541,257327.0,0.501817,0.0197725,0.150299,0.299545,45.0
Hillcrest/Fresh Meadows,2010.0,0.460142,0.0834645669291339,0.0047244094488189,54564.0,81500.1746130597,51653.0561063505,0.298,0.0123156,,0.137339,138004.0,0.299774,0.125989,0.204914,0.327599,46.0
Ozone Park/Woodhaven,2010.0,0.432818,0.403041825095057,0.131178707224335,48066.0,87080.6041998804,52911.8337900226,0.319,0.0474901,,0.13058,135589.0,0.228145,0.0944029,0.41139,0.186003,47.0
South Ozone Park/Howard Beach,2010.0,0.651728,0.450505050505051,0.0383838383838384,43877.0,82092.0727838116,39491.3096228577,0.414,0.0376644,,0.115817,135257.0,0.187746,0.130426,0.228861,0.254131,48.0
Bayside/Little Neck,2010.0,0.70685,0.0205811138014528,0.0,47336.0,86101.3024279261,60434.9617875648,0.3,0.0017817,,0.0726402,120428.0,0.382187,0.00896801,0.128035,0.461878,49.0
Jamaica,2010.0,0.462983,0.847019122609674,0.250281848928974,76142.0,81998.9141465724,40414.9434286568,0.348,0.0600366,,0.188323,222074.0,0.0920549,0.624859,0.214401,0.0162829,50.0
Queens Village,2010.0,0.721977,0.536036036036036,0.0045045045045045,66125.0,97979.0286759333,50982.7683506045,0.353,0.0358908,,0.0711315,207164.0,0.147883,0.565813,0.104381,0.132851,51.0
Rockaways,2010.0,0.377609,0.412979351032448,0.31858407079646,47462.0,103301.567888933,29886.8813396772,0.325,0.1781912,,0.224223,124031.0,0.00996525,0.379034,0.235062,0.357725,52.0
North Shore,2010.0,0.583049,0.414668547249647,0.14950634696756,68295.0,98744.7472308025,32803.2011176432,0.362,0.081551,,0.179182,172052.0,0.0811383,0.216667,0.271604,0.413177,53.0
Mid-Island,2010.0,0.717709,0.228245363766049,0.0328102710413695,48183.0,94725.2928582105,36768.1236050219,0.309,0.0189123,,0.0971559,132502.0,0.129553,0.0421126,0.125289,0.694714,54.0
South Shore,2010.0,0.795213,0.29493545183714,0.0,60218.0,109540.924422081,49234.3397809552,0.328,0.0284879,,0.0700904,164809.0,0.0327531,0.0125175,0.110558,0.834323,55.0
Greenwich Village/Financial District,2010.0,0.252837,0.0031023784901758,0.0082815734989648,89353.0,175234.804889896,104767.112304039,0.249,0.010266,,0.09876360000000001,144944.0,0.145863,0.0235953,0.0559802,0.731752,29.0
Lower East Side/Chinatown,2010.0,0.136146,0.0,0.490066225165563,77816.0,104519.446658695,41340.8493963398,0.3,0.0327349,,0.221634,159009.0,0.346961,0.0639649,0.229371,0.337371,30.0
Morningside Heights/Hamilton Heights,2010.0,0.142948,0.0297029702970297,0.608910891089109,53483.0,108874.04490916,34810.6561420553,0.333,0.0765276,,0.287204,138048.0,0.0737135,0.201379,0.405808,0.274665,35.0
Central Harlem,2010.0,0.134292,0.147186147186147,0.984848484848485,61313.0,126215.184406968,35709.2961671317,0.295,0.0755109,,0.280647,126558.0,0.034743,0.586435,0.236066,0.117606,36.0
East Harlem,2010.0,0.0656415,0.126760563380282,0.802816901408451,48240.0,97788.167077687,32227.2080800784,0.307,0.1030289,,0.308223,114525.0,0.0701419,0.321083,0.462292,0.133141,37.0
Washington Heights/Inwood,2010.0,0.10319,0.0,0.458715596330275,75528.0,110767.891839378,43444.8713008171,0.301,0.0899077,,0.195333,205414.0,0.0196725,0.0737681,0.701607,0.189198,38.0
Mott Haven/Hunts Point,2010.0,0.0758442,0.688888888888889,1.0,50507.0,85861.5893491763,21930.906503255,0.343,0.1584903,,0.411244,156790.0,0.0103132,0.292295,0.667849,0.0199758,1.0
Morrisania/Belmont,2010.0,0.0738752,0.782051282051282,1.0,56004.0,68294.3697439219,21587.8100587884,0.354,0.22021,,0.435136,160651.0,0.00700898,0.302295,0.636323,0.0414314,2.0
Highbridge/South Concourse,2010.0,0.0690021,0.0857142857142857,0.994285714285714,50233.0,49946.6625315531,28973.4722623555,0.377,0.1530623,,0.350202,146624.0,0.0171664,0.328234,0.637576,0.00536065,3.0
University Heights/Fordham,2010.0,0.0306676,0.90625,1.0,47358.0,86043.3622998871,28187.3042505314,0.38,0.1923732,,0.400375,135266.0,0.00334156,0.291625,0.673717,0.0153254,4.0
Kingsbridge Heights/Mosholu,2010.0,0.0628192,0.333333333333333,0.787878787878788,47257.0,79577.9256592932,28788.2910688189,0.417,0.1985363,,0.327078,124826.0,0.0495169,0.20696,0.659702,0.0720042,5.0
Riverdale/Kingsbridge,2010.0,0.300707,0.0586666666666667,0.048,46190.0,91389.7592126677,47885.8117028697,0.303,0.0796551,,0.184638,109153.0,0.0520096,0.132685,0.422856,0.376581,6.0
Soundview/Parkchester,2010.0,0.189694,0.510928961748634,0.674863387978142,67581.0,75490.3064301847,36011.4936976883,0.312,0.1539503,,0.253898,182977.0,0.0711838,0.319772,0.561573,0.02385,7.0
Throgs Neck/Co-op City,2010.0,0.41481,0.341902313624679,0.0154241645244216,48438.0,64707.7622102099,47446.148378338,0.272,0.0369987,,0.163795,109482.0,0.01978064127,0.2747554817,0.3112665638,0.3767362855,8.0
Pelham Parkway,2010.0,0.318709,0.442148760330579,0.483471074380165,46019.0,86035.4097332935,40642.1596170453,0.315,0.1020702,,0.211152,123655.0,0.0900651,0.197542,0.424407,0.26595,9.0
Williamsbridge/Baychester,2010.0,0.354102,0.818532818532819,0.308880308880309,52437.0,74340.592516939,37522.4813504716,0.338,0.1169089,,0.212118,137233.0,0.0184941,0.640269,0.249619,0.0758928,10.0
Williamsburg/Greenpoint,2010.0,0.177451,0.173295454545455,0.482954545454545,65586.0,82189.7757448187,42131.5617319317,0.312,0.0859164,,0.264911,146253.0,0.0520947,0.02562,0.299919,0.606914,11.0
Brooklyn Heights/Fort Greene,2010.0,0.310739,0.112888052681091,0.342427093132643,60967.0,133542.906482496,64089.7341777933,0.265,0.0208656,,0.181148,125468.0,0.0660567,0.299925,0.16672,0.426834,12.0
Bedford Stuyvesant,2010.0,0.203656,0.657777777777778,0.893333333333333,56935.0,92575.8277160555,30128.8665803109,0.338,0.1262577,,0.307159,133302.0,0.0393542,0.601004,0.200425,0.145999,13.0
Bushwick,2010.0,0.159379,0.62987012987013,1.0,47609.0,67203.7320396572,37329.3475903414,0.333,0.0745125,,0.284515,140437.0,0.0290023,0.192656,0.683673,0.0901828,14.0
East New York/Starrett City,2010.0,0.230971,0.626984126984127,0.64327485380117,57200.0,58376.3831207652,28842.8229540322,0.333,0.154126,,0.360197,146614.0,0.0286944,0.54683,0.369385,0.0466872,15.0
Park Slope/Carroll Gardens,2010.0,0.359672,0.0640394088669951,0.197287299630086,55234.0,140371.889024512,70725.5829596785,0.279,0.0115628,,0.113461,119558.0,0.0599709,0.0861256,0.198481,0.621631,16.0
Sunset Park,2010.0,0.268148,0.0393939393939394,0.574923547400612,49678.0,75008.6081108011,40200.2241306297,0.336,0.0332395,,0.267035,141190.0,0.335201,0.0201856,0.387591,0.238551,17.0
North Crown Heights/Prospect Heights,2010.0,0.193062,0.340116279069767,0.590116279069767,56344.0,87035.1609622027,39917.3399760861,0.321,0.068,,0.25885,119323.0,0.0328352,0.615833,0.137065,0.189913,18.0
South Crown Heights,2010.0,0.151217,0.292682926829268,0.59349593495935,41681.0,74077.0217384084,38167.7753254949,0.346,0.0340793,,0.255928,107419.0,0.017967,0.751971,0.0653981,0.149303,19.0
Bay Ridge,2010.0,0.369166,0.0622222222222222,0.102222222222222,54709.0,81240.0120773549,47070.1055865551,0.325,0.0170479,,0.153477,137599.0,0.247749,0.00761633,0.139747,0.567773,20.0
Bensonhurst,2010.0,0.393522,0.0138648180242634,0.367417677642981,67271.0,59359.0931355454,36278.4727190448,0.364,0.07322,,0.139525,164506.0,0.337295,0.00149539,0.134044,0.507343,21.0
Borough Park,2010.0,0.306138,0.0685483870967742,0.592741935483871,50573.0,61638.0715050817,34478.9205070081,0.446,0.121216,,0.322271,168915.0,0.163195,0.0151556,0.100121,0.710138,22.0
Coney Island,2010.0,0.302466,0.0249110320284698,0.423487544483986,46724.0,58081.0020758602,23811.1204621695,0.352,0.1411251,,0.279733,103112.0,0.146288,0.122362,0.124525,0.593432,23.0
Flatbush,2010.0,0.24278,0.110320284697509,0.480427046263345,60011.0,94976.3667463797,40944.357147602,0.339,0.0776708,,0.224418,162715.0,0.0810374,0.349193,0.126762,0.419586,24.0
Sheepshead Bay/Gravesend,2010.0,0.465203,0.0867158671586716,0.107011070110701,60078.0,73640.7666567025,37947.3756227581,0.318,0.1325585,,0.137486,133282.0,0.137941,0.0209631,0.0655302,0.764754,25.0
Chelsea/Clinton/Midtown,2011.0,0.230585,0.00403768506056528,0.0566037735849057,97382.0,185672.418649432,75678.2763828224,0.284,0.0211737,,0.131305,143051.0,0.128381,0.0392168,0.162103,0.63706,31.0
Stuyvesant Town/Turtle Bay,2011.0,0.293526,0.00247524752475248,0.0,96779.0,167593.762249816,99216.0993428011,0.267,0.0159712,,0.109743,147757.0,0.122316,0.0269429,0.0833057,0.748777,32.0
Upper West Side,2011.0,0.287156,0.0,0.0276190476190476,114497.0,155466.945070605,83640.5735433033,0.27,0.020458,,0.115114,193671.0,0.0814216,0.0626888,0.142809,0.69063,33.0
Upper East Side,2011.0,0.364485,0.0,0.0,136145.0,188640.605729095,92848.912767744,0.267,0.0134709,,0.0663418,209534.0,0.073463,0.0218389,0.0751334,0.811338,34.0
Brownsville/Ocean Hill,2011.0,0.179764,0.83969465648855,0.969465648854962,47836.0,69000.6839389952,22991.0225861665,0.339,0.1277626,,0.382226,126002.0,0.00791257,0.76067,0.205909,0.0119204,26.0
East Flatbush,2011.0,0.353366,0.705882352941177,0.550295857988166,51449.0,70022.482617331,39532.0100557893,0.354,0.0484316,,0.175713,131274.0,0.0110913,0.906905,0.0536511,0.0106419,27.0
Flatlands/Canarsie,2011.0,0.580645,0.467023172905526,0.0089126559714795,70772.0,88482.2423077855,43129.8460507513,0.335,0.0403611,,0.136939,205095.0,0.0457057,0.620264,0.0856774,0.230922,28.0
Astoria,2011.0,0.184581,0.187074829931973,0.350340136054422,78525.0,71412.1288198678,48309.5368644992,0.315,0.0069948,,0.206409,170174.0,0.121605,0.0749938,0.306169,0.479774,39.0
Sunnyside/Woodside,2011.0,0.233296,0.116634799235182,0.203454894433781,56158.0,77386.0609846681,51244.5845275676,0.341,0.0087821,,0.154104,130059.0,0.355662,0.0219977,0.326767,0.275736,40.0
Jackson Heights,2011.0,0.300481,0.187082405345212,0.414253897550111,60619.0,73841.2480562575,42789.6147070459,0.376,0.0154456,,0.214402,185667.0,0.16417,0.0557396,0.664464,0.0959783,41.0
Elmhurst/Corona,2011.0,0.242178,0.106194690265487,0.601769911504425,45638.0,62861.0546912215,47412.5633220033,0.359,0.0181838,,0.235144,137879.0,0.315871,0.0725274,0.503775,0.094699,42.0
Middle Village/Ridgewood,2011.0,0.397223,0.29045643153527,0.122661122661123,67824.0,83133.5404694047,46127.8586053496,0.329,0.0265334,,0.151478,173357.0,0.0576152,0.0100717,0.361468,0.565677,43.0
Rego Park/Forest Hills,2011.0,0.425638,0.016304347826087,0.0448369565217391,56247.0,86841.841186349,61630.4776883392,0.288,0.0167264,,0.0710864,111930.0,0.243965,0.0359778,0.115009,0.572081,44.0
Flushing/Whitestone,2011.0,0.455326,0.0324543610547667,0.104568527918782,93043.0,78365.8830686507,40997.8769164938,0.388,0.0085544,,0.134489,247116.0,0.507798,0.0162515,0.152366,0.2888,45.0
Hillcrest/Fresh Meadows,2011.0,0.434727,0.0894454382826476,0.00894454382826476,56124.0,83059.5291056766,43494.3796332927,0.323,0.0120098,,0.155668,144431.0,0.300323,0.132956,0.175281,0.348949,46.0
Ozone Park/Woodhaven,2011.0,0.445904,0.405982905982906,0.126068376068376,50593.0,80377.4456559475,48391.280758766,0.349,0.0542611,,0.179066,155315.0,0.240485,0.0825999,0.422805,0.186711,47.0
South Ozone Park/Howard Beach,2011.0,0.646738,0.424361493123772,0.0392927308447937,41929.0,75240.8360837727,44404.6089424265,0.378,0.0354352,,0.14306,132853.0,0.202065,0.17271,0.242358,0.22141,48.0
Bayside/Little Neck,2011.0,0.687311,0.0274348422496571,0.0,45577.0,96585.9343124036,61849.197837864,0.34,0.0014663,,0.108478,118669.0,0.38197,0.0149323,0.106557,0.445719,49.0
Jamaica,2011.0,0.497744,0.828647925033467,0.258366800535475,75947.0,76567.5173947796,38223.0031002995,0.373,0.0578292,,0.165387,231813.0,0.114843,0.632298,0.18081,0.016207,50.0
Queens Village,2011.0,0.736011,0.522522522522523,0.00257400257400257,62129.0,91998.3344084806,58449.0936952503,0.325,0.033785,,0.0895727,200640.0,0.150892,0.561045,0.102567,0.139628,51.0
Rockaways,2011.0,0.398673,0.416438356164384,0.31404958677686,41842.0,93917.1066293124,31134.4818906983,0.303,0.1065764,,0.207551,107945.0,0.0363982,0.343332,0.241586,0.358247,52.0
North Shore,2011.0,0.543007,0.436908517350158,0.126182965299685,65976.0,94818.4987606876,32243.5476994001,0.324,0.0729009,,0.210496,173412.0,0.086084,0.243495,0.292759,0.363556,53.0
Mid-Island,2011.0,0.712969,0.228155339805825,0.0323624595469256,50857.0,88779.3924099177,51298.712241339,0.284,0.0184018,,0.0769678,125257.0,0.108042,0.0210288,0.129342,0.729835,54.0
South Shore,2011.0,0.816547,0.286764705882353,0.0,59988.0,101248.650227275,56511.5424716815,0.244,0.026002,,0.0533998,171798.0,0.0496572,0.0126835,0.0910837,0.841657,55.0
Greenwich Village/Financial District,2011.0,0.269973,0.00872410032715376,0.00777777777777778,88907.0,155262.585334937,123269.792554437,0.244,0.0094643,,0.0747998,146491.0,0.117864,0.0180625,0.067383,0.754422,29.0
Lower East Side/Chinatown,2011.0,0.106269,0.0,0.456140350877193,78091.0,102602.947718777,39463.5219281603,0.298,0.0303725,,0.286048,165774.0,0.354748,0.0815508,0.23105,0.302985,30.0
Morningside Heights/Hamilton Heights,2011.0,0.109522,0.0275862068965517,0.4,50669.0,124750.019828999,36869.8102560169,0.321,0.0774799,,0.296054,138515.0,0.0891384,0.242421,0.371635,0.264087,35.0
Central Harlem,2011.0,0.149998,0.18960244648318,0.984709480122324,60128.0,82892.7273754834,34286.040408852,0.295,0.0668289,,0.264903,123524.0,0.0378469,0.635067,0.196391,0.105121,36.0
East Harlem,2011.0,0.059498,0.115384615384615,0.861538461538462,50390.0,121853.634818624,31508.9572982181,0.302,0.1003663,,0.292862,123386.0,0.0780396,0.306064,0.477234,0.111714,37.0
