Sub-Borough Area,year,unit_occ_own_pct,hp_first_fhava_pct,hp_first_orig_lmi_app_pct,unit_num,hh_inc_own_med_adj,hh_inc_rent_med_adj,rent_burden_med,voucher_pct,rent_pct_nycha,Poverty rate,Population,pop_race_asian_pct,pop_race_black_pct,pop_race_hisp_pct,pop_race_white_pct,sb
Morrisania/Belmont,2006.0,0.0803382,0.015015015015015,1.0,55752.0,62916.3520797463,21028.3251472587,0.366,,,0.434536,156950.0,0.00581714,0.321599,0.618292,0.0414208,2.0
Highbridge/South Concourse,2006.0,0.0495699,0.00515463917525773,0.974226804123711,49594.0,58311.4464431355,28690.7690983235,0.358,,,0.39331,132838.0,0.0176004,0.34375,0.610917,0.0100047,3.0
University Heights/Fordham,2006.0,0.0399136,0.0296296296296296,0.992592592592593,45809.0,67009.1882419574,24142.897834164,0.396,,,0.415578,133858.0,0.019446,0.288701,0.668933,0.0076499,4.0
Kingsbridge Heights/Mosholu,2006.0,0.0941957,0.0,0.77292576419214,48375.0,63030.4208246488,32386.8444086996,0.373,,,0.341826,124968.0,0.0643045,0.200347,0.619319,0.074243,5.0
Riverdale/Kingsbridge,2006.0,0.302446,0.0,0.174846625766871,46275.0,89687.7905573176,47908.8728590847,0.289,,,0.149827,111199.0,0.0547307,0.13742,0.392198,0.397243,6.0
Soundview/Parkchester,2006.0,0.216568,0.00782013685239492,0.729227761485826,70275.0,61657.8762528319,37940.2564567286,0.3,,,0.262016,180396.0,0.0561154,0.317712,0.567856,0.0279552,7.0
Throgs Neck/Co-op City,2006.0,0.573197,0.00327868852459016,0.0262295081967213,46355.0,77602.7029859538,50930.4547213412,0.244,,,0.0993599,114081.0,0.0252189,0.23223,0.254126,0.472051,8.0
Pelham Parkway,2006.0,0.3215,0.00405405405405405,0.485135135135135,46902.0,80316.7951880381,41001.5144041686,0.284,,,0.177862,121465.0,0.0643478,0.184638,0.409616,0.32793,9.0
Williamsbridge/Baychester,2006.0,0.411046,0.0195503421309873,0.286412512218964,50413.0,87992.8777933847,44493.0099003172,0.298,,,0.146638,147818.0,0.0164933,0.677651,0.191749,0.0819792,10.0
Williamsburg/Greenpoint,2006.0,0.180707,0.0,0.595419847328244,55769.0,63438.3405754418,35627.8846171273,0.313,,,0.352381,141513.0,0.0522567,0.0232134,0.267912,0.639765,11.0
Brooklyn Heights/Fort Greene,2006.0,0.378155,0.0,0.191304347826087,55999.0,105814.879306751,50903.1774127775,0.275,,,0.204051,111796.0,0.0708075,0.284599,0.214274,0.393807,12.0
Bedford Stuyvesant,2006.0,0.261304,0.0162689804772234,0.932754880694143,50957.0,88094.5477616674,21691.6596964205,0.353,,,0.377124,132087.0,0.0226669,0.670172,0.185105,0.103515,13.0
Bushwick,2006.0,0.187144,0.0121396054628225,1.0,42583.0,67293.1202265519,29742.1853556865,0.394,,,0.329259,123871.0,0.0321544,0.206408,0.702521,0.0408086,14.0
East New York/Starrett City,2006.0,0.248092,0.0118694362017804,0.896142433234421,54000.0,74416.2173946534,26949.9808608971,0.34,,,0.277776,161064.0,0.0618201,0.456117,0.385325,0.0511722,15.0
Park Slope/Carroll Gardens,2006.0,0.346822,0.00115874855156431,0.0776361529548088,50284.0,139201.06511101,76984.0040326235,0.244,,,0.120487,110032.0,0.0681075,0.0822942,0.218164,0.605687,16.0
Sunset Park,2006.0,0.317066,0.0,0.648550724637681,48234.0,81778.6109515179,45318.7684231989,0.286,,,0.208158,153066.0,0.250428,0.0290986,0.478493,0.233056,17.0
North Crown Heights/Prospect Heights,2006.0,0.199809,0.00744047619047619,0.688988095238095,54172.0,88147.8625011328,38970.5947938378,0.304,,,0.228698,127013.0,0.0203365,0.735374,0.0979742,0.125137,18.0
South Crown Heights,2006.0,0.173519,0.0223048327137546,0.765799256505576,42414.0,70749.8991481649,38553.995899411,0.322,,,0.223109,110333.0,0.00889127,0.748054,0.0844081,0.139768,19.0
Bay Ridge,2006.0,0.399505,0.0,0.14010989010989,51436.0,92974.7062392388,56406.9943543271,0.285,,,0.13653,123447.0,0.166922,0.0174164,0.155808,0.651008,20.0
Bensonhurst,2006.0,0.390868,0.0,0.406417112299465,66327.0,71931.5025600363,34927.353738106,0.376,,,0.178826,174593.0,0.302418,0.0032991,0.0990532,0.586495,21.0
Borough Park,2006.0,0.310599,0.0,0.668776371308017,49181.0,78127.1712369733,38778.4137562302,0.341,,,0.245297,155509.0,0.134114,0.0293231,0.1089,0.706223,22.0
Coney Island,2006.0,0.284832,0.0,0.606995884773663,45661.0,75349.8452741278,21444.9240416855,0.321,,,0.220124,103687.0,0.101295,0.115521,0.145264,0.633599,23.0
Flatbush,2006.0,0.227547,0.00172117039586919,0.628227194492255,61145.0,86326.4822156774,43661.0519891255,0.317,,,0.181211,163099.0,0.0827841,0.383043,0.10932,0.405852,24.0
Sheepshead Bay/Gravesend,2006.0,0.483352,0.0021551724137931,0.125,60222.0,80978.8898595378,31295.7520661532,0.359,,,0.177042,148784.0,0.123837,0.0390902,0.0679509,0.760888,25.0
Chelsea/Clinton/Midtown,2007.0,0.248902,0.0,0.026890756302521,89862.0,163641.9964484,77281.2151758174,0.252,,,0.147165,133169.0,0.109613,0.0537888,0.125375,0.690191,31.0
Stuyvesant Town/Turtle Bay,2007.0,0.298228,0.0,0.0,97892.0,149376.346184013,102105.930554332,0.24,,,0.0967004,144403.0,0.113017,0.032347,0.0937377,0.734673,32.0
Upper West Side,2007.0,0.315749,0.0,0.0231124807395994,120828.0,217315.133986957,83585.0626597339,0.244,,,0.0992849,214490.0,0.0641568,0.0569024,0.10076,0.752865,33.0
Upper East Side,2007.0,0.360312,0.0,0.0,140196.0,205510.492275491,101136.478875474,0.236,,,0.0466694,218253.0,0.0724022,0.0286594,0.061864,0.821313,34.0
Brownsville/Ocean Hill,2007.0,0.208099,0.0508474576271186,0.932203389830508,45933.0,66430.3499294968,25999.1506213096,0.319,,,0.355068,120802.0,0.0118127,0.738994,0.2295,0.00619195,26.0
East Flatbush,2007.0,0.308166,0.0328638497652582,0.572769953051643,50014.0,80079.8437164008,43234.6509914515,0.328,,,0.133688,135649.0,0.00698125,0.880471,0.0748255,0.016985,27.0
Flatlands/Canarsie,2007.0,0.615715,0.00947459086993971,0.00689655172413793,68818.0,91164.6313827444,50002.7259584031,0.295,,,0.0911009,202387.0,0.0214539,0.603789,0.0612638,0.298754,28.0
Astoria,2007.0,0.232038,0.00192307692307692,0.392307692307692,77028.0,72023.989653653,50802.1618577598,0.288,,,0.167169,175303.0,0.159438,0.0532792,0.290948,0.465999,39.0
Sunnyside/Woodside,2007.0,0.256994,0.0,0.246486486486486,53341.0,71248.6694677007,60262.7562263153,0.283,,,0.132303,139138.0,0.345003,0.021856,0.329493,0.28678,40.0
Jackson Heights,2007.0,0.41067,0.00199401794616152,0.504486540378863,59612.0,74219.7253591258,49311.8107693664,0.347,,,0.154617,182141.0,0.191884,0.0581088,0.60261,0.129164,41.0
Elmhurst/Corona,2007.0,0.252251,0.00127388535031847,0.721019108280255,46787.0,63636.5445315943,50585.1204371199,0.33,,,0.14334,140182.0,0.269186,0.0641095,0.570936,0.0801529,42.0
Middle Village/Ridgewood,2007.0,0.425171,0.00599520383693046,0.128297362110312,69631.0,77541.6648805852,49662.6943994007,0.304,,,0.116375,187195.0,0.0581639,0.0141403,0.331163,0.585972,43.0
Rego Park/Forest Hills,2007.0,0.455082,0.0,0.0289256198347107,56152.0,100488.971970565,61440.8088261215,0.297,,,0.0606947,117931.0,0.249926,0.021343,0.11076,0.578847,44.0
Flushing/Whitestone,2007.0,0.504529,0.0,0.198506807202459,92733.0,86008.6918568785,50974.5892086014,0.333,,,0.113699,234382.0,0.422942,0.0260003,0.17221,0.36298,45.0
Hillcrest/Fresh Meadows,2007.0,0.48089,0.0,0.00783289817232376,55872.0,92197.9897021239,51161.4859874857,0.29,,,0.124338,151246.0,0.321999,0.139673,0.123177,0.39484,46.0
Ozone Park/Woodhaven,2007.0,0.468578,0.0121412803532009,0.141280353200883,49947.0,83874.451220587,47752.7298977703,0.318,,,0.118797,146114.0,0.215257,0.0967806,0.39025,0.252036,47.0
South Ozone Park/Howard Beach,2007.0,0.687799,0.00559284116331096,0.0447427293064877,43398.0,79956.8535780383,51104.8140609853,0.345,,,0.103908,138052.0,0.163308,0.205249,0.202482,0.266834,48.0
Bayside/Little Neck,2007.0,0.679311,0.000685871056241427,0.0,48970.0,93766.7168590817,63037.2690534943,0.27,,,0.0535774,123412.0,0.317344,0.00948044,0.122281,0.53511,49.0
Jamaica,2007.0,0.50383,0.021813224267212,0.278005464480874,73538.0,78116.8246452807,40240.6851722922,0.341,,,0.158293,218120.0,0.0938474,0.679131,0.160256,0.0192188,50.0
Queens Village,2007.0,0.786499,0.00880162491536899,0.00609343263371699,63519.0,97708.4302150348,63548.5221776681,0.271,,,0.0485715,202070.0,0.154481,0.578898,0.105053,0.127619,51.0
Rockaways,2007.0,0.384027,0.0310965630114566,0.534426229508197,45010.0,101387.28229488,35315.0507094386,0.315,,,0.172662,115052.0,0.0173487,0.348338,0.204499,0.413552,52.0
North Shore,2007.0,0.601189,0.0504322766570605,0.204610951008646,67523.0,92322.1856261567,40354.029025293,0.315,,,0.16194,182833.0,0.0977996,0.222881,0.237299,0.426854,53.0
Mid-Island,2007.0,0.726993,0.0154849225753871,0.0464547677261614,49911.0,95155.7819511765,46906.2683572751,0.323,,,0.0763374,134188.0,0.0819596,0.0228038,0.101835,0.787425,54.0
South Shore,2007.0,0.81631,0.00699745547073791,0.0,60546.0,110711.6228827,43231.0336344408,0.331,,,0.0459469,164592.0,0.0455854,0.0168416,0.0967362,0.838413,55.0
Greenwich Village/Financial District,2007.0,0.27156,0.000490436488474743,0.019127023050515,81932.0,183128.698664845,105559.300713845,0.254,,,0.0861178,139597.0,0.162052,0.0263688,0.0695789,0.720252,29.0
Lower East Side/Chinatown,2007.0,0.12624,0.0,0.473794549266247,79303.0,85819.3835066538,36636.5918040011,0.289,,,0.273086,172403.0,0.390654,0.0766982,0.207282,0.308788,30.0
Morningside Heights/Hamilton Heights,2007.0,0.153077,0.00255754475703325,0.672634271099744,53759.0,100548.055468406,42595.5845862343,0.28,,,0.240107,130456.0,0.0679923,0.260701,0.36456,0.283429,35.0
Central Harlem,2007.0,0.122202,0.0,0.962809917355372,58360.0,101404.163294263,32561.0362386534,0.297,,,0.297072,124883.0,0.0151822,0.668978,0.187071,0.0896519,36.0
East Harlem,2007.0,0.0762161,0.0,0.814814814814815,45291.0,91680.707649599,34458.9428835816,0.263,,,0.271746,121457.0,0.0659328,0.307006,0.507752,0.10323,37.0
Washington Heights/Inwood,2007.0,0.0826325,0.0,0.493362831858407,76926.0,84484.5787697189,38939.6424341236,0.31,,,0.271894,221756.0,0.0202024,0.0874159,0.70849,0.168307,38.0
Mott Haven/Hunts Point,2007.0,0.0785111,0.0367647058823529,0.985294117647059,48871.0,75227.7621794307,22420.3787520931,0.325,,,0.407232,150667.0,0.00182522,0.233336,0.730611,0.0163473,1.0
Morrisania/Belmont,2007.0,0.0691818,0.0473933649289099,1.0,54592.0,58692.8232836873,23886.6141270821,0.339,,,0.409038,154519.0,0.0181466,0.343971,0.588258,0.0429979,2.0
Highbridge/South Concourse,2007.0,0.0519668,0.0607734806629834,0.994475138121547,49283.0,62632.1250683,27957.3465497488,0.355,,,0.36458,139445.0,0.0162501,0.343347,0.615655,0.0124207,3.0
University Heights/Fordham,2007.0,0.0472089,0.0151515151515152,1.0,46199.0,73305.7398210981,27599.2282056931,0.373,,,0.379824,129263.0,0.0178938,0.314274,0.641738,0.012285,4.0
Kingsbridge Heights/Mosholu,2007.0,0.089148,0.0160427807486631,0.786096256684492,46439.0,55386.5589759408,34485.4701683264,0.369,,,0.295342,121634.0,0.0380321,0.183699,0.684381,0.074198,5.0
Riverdale/Kingsbridge,2007.0,0.324196,0.00155038759689922,0.108527131782946,46959.0,102507.457182515,49678.3696131136,0.277,,,0.155932,113170.0,0.0405673,0.110294,0.454405,0.372069,6.0
Soundview/Parkchester,2007.0,0.232001,0.0143540669856459,0.66866028708134,66043.0,67142.9692605975,35436.835062131,0.312,,,0.240031,166492.0,0.0822622,0.311985,0.534969,0.0405065,7.0
Throgs Neck/Co-op City,2007.0,0.538218,0.00645161290322581,0.0167958656330749,52611.0,72432.7509958579,54485.8370802855,0.237,,,0.0815897,123302.0,0.0230734,0.238504,0.268463,0.439863,8.0
Pelham Parkway,2007.0,0.300155,0.0121703853955375,0.540650406504065,48075.0,82701.2217634617,43286.499775271,0.301,,,0.201285,126978.0,0.0725716,0.243656,0.367001,0.298682,9.0
Williamsbridge/Baychester,2007.0,0.376648,0.0211038961038961,0.281758957654723,49498.0,77091.9068255927,44234.2473120649,0.282,,,0.130096,148189.0,0.0251301,0.661142,0.194711,0.0842168,10.0
Williamsburg/Greenpoint,2007.0,0.205275,0.0,0.644214162348877,57784.0,63802.9429540848,46638.583938486,0.307,,,0.250955,146456.0,0.0584271,0.0410635,0.269726,0.621921,11.0
Brooklyn Heights/Fort Greene,2007.0,0.331497,0.00065359477124183,0.1,52973.0,125395.680774654,58587.9199303781,0.249,,,0.219754,116753.0,0.0658912,0.331657,0.154343,0.407467,12.0
Bedford Stuyvesant,2007.0,0.213497,0.0075187969924812,0.945488721804511,51509.0,83517.5386622015,30494.3195998943,0.316,,,0.368626,125699.0,0.0163645,0.687913,0.148426,0.135331,13.0
Bushwick,2007.0,0.187362,0.0212765957446809,1.0,45360.0,63257.9278311448,33871.7252621838,0.324,,,0.319614,129980.0,0.0368518,0.202608,0.67238,0.0798277,14.0
East New York/Starrett City,2007.0,0.235872,0.0310965630114566,0.891980360065466,53206.0,76024.7865074469,31308.2249272936,0.34,,,0.275438,158711.0,0.0477031,0.480225,0.3887,0.0539408,15.0
Park Slope/Carroll Gardens,2007.0,0.396026,0.0,0.0826542491268917,50756.0,137612.701185335,68245.0573631797,0.261,,,0.115495,108989.0,0.0529962,0.0914955,0.210682,0.616512,16.0
Sunset Park,2007.0,0.273754,0.0,0.605614973262032,48704.0,68751.4873446726,38800.9770820481,0.352,,,0.242827,146760.0,0.257645,0.0424707,0.456201,0.217736,17.0
North Crown Heights/Prospect Heights,2007.0,0.195005,0.012396694214876,0.56198347107438,52761.0,97422.6590111924,33083.1414338592,0.324,,,0.263653,129870.0,0.0141526,0.710241,0.113259,0.139701,18.0
South Crown Heights,2007.0,0.168996,0.0257731958762887,0.701030927835051,41134.0,73837.4913016657,43654.2644046885,0.296,,,0.209168,112052.0,0.00155285,0.790776,0.0831846,0.11201,19.0
Bay Ridge,2007.0,0.404176,0.0,0.135618479880775,53472.0,82349.1323477571,49238.2578434829,0.299,,,0.140913,126730.0,0.192827,0.0130829,0.130743,0.655023,20.0
Bensonhurst,2007.0,0.374685,0.00118764845605701,0.432304038004751,67934.0,71046.0974751036,39044.5457874328,0.349,,,0.144607,184258.0,0.317864,0.00511782,0.123854,0.540888,21.0
Borough Park,2007.0,0.320938,0.0,0.624719101123596,51866.0,72562.9758482418,38391.0099541729,0.37,,,0.271581,176198.0,0.113429,0.0232579,0.109388,0.746013,22.0
Coney Island,2007.0,0.226365,0.0,0.56,51092.0,76532.42227461,30161.5227549132,0.315,,,0.238091,108484.0,0.100595,0.119796,0.125908,0.635283,23.0
Flatbush,2007.0,0.227718,0.00432900432900433,0.562770562770563,58894.0,101384.870723539,40504.7522340707,0.331,,,0.210088,160783.0,0.0736396,0.368783,0.135711,0.395894,24.0
Sheepshead Bay/Gravesend,2007.0,0.41927,0.00118623962040332,0.138790035587189,57255.0,86345.1060588702,38981.8449325813,0.344,,,0.171054,137489.0,0.131889234,0.03122658733,0.08521301435,0.7449210425,25.0
Chelsea/Clinton/Midtown,2008.0,0.242056,0.0,0.0613905325443787,94251.0,153615.076816721,77522.4481809468,0.259,,,0.142495,145155.0,0.118845,0.0622576,0.166842,0.618559,31.0
Stuyvesant Town/Turtle Bay,2008.0,0.318728,0.000837520938023451,0.0,99286.0,179559.570268299,111693.046288521,0.255,,,0.0626254,149132.0,0.129717,0.0183797,0.0575463,0.779296,32.0
Upper West Side,2008.0,0.324176,0.0,0.023448275862069,120485.0,210320.420142335,90416.3565793827,0.234,,,0.0990228,207754.0,0.0660348,0.0616932,0.115536,0.72955,33.0
Upper East Side,2008.0,0.357945,0.000782472613458529,0.0,139735.0,199326.361253192,104981.482628021,0.244,,,0.0541924,232241.0,0.0840592,0.0311745,0.0624868,0.810249,34.0
Brownsville/Ocean Hill,2008.0,0.196684,0.254237288135593,0.943502824858757,44054.0,67780.6419616425,24369.602929825,0.335,,,0.32567,113502.0,0.00495145,0.720974,0.235776,0.0113478,26.0
East Flatbush,2008.0,0.311598,0.25764192139738,0.593886462882096,51515.0,91990.0865333232,42938.6879320729,0.335,,,0.139336,147017.0,0.0279832,0.872634,0.066829,0.0135086,27.0
Flatlands/Canarsie,2008.0,0.612146,0.171686746987952,0.0120663650075415,68809.0,93149.493778151,47225.8254319668,0.289,,,0.12751,206947.0,0.028877,0.594674,0.0820065,0.280724,28.0
Astoria,2008.0,0.229757,0.013262599469496,0.368700265251989,79544.0,81276.8850548388,54015.1471359137,0.278,,,0.164243,178480.0,0.0997591,0.0628082,0.294173,0.512646,39.0
Sunnyside/Woodside,2008.0,0.309252,0.00628930817610063,0.263406940063092,51249.0,73682.1292889194,60423.8025973145,0.286,,,0.114459,132863.0,0.362471,0.0155423,0.328572,0.278068,40.0
Jackson Heights,2008.0,0.364848,0.0365058670143416,0.464146023468057,61770.0,73395.4690391972,47126.0166000797,0.342,,,0.180199,190173.0,0.157883,0.0675806,0.638566,0.113681,41.0
Elmhurst/Corona,2008.0,0.249468,0.0146137787056367,0.643006263048017,46551.0,69758.2495143819,44891.9235607468,0.346,,,0.178741,143406.0,0.322246,0.0644813,0.503159,0.09031,42.0
Middle Village/Ridgewood,2008.0,0.449004,0.0690265486725664,0.127659574468085,65938.0,68312.1820198319,58344.0650770627,0.285,,,0.114123,167834.0,0.0505082,0.010707,0.323331,0.607404,43.0
Rego Park/Forest Hills,2008.0,0.483955,0.00262927256792287,0.0446976336546889,54967.0,97553.8486271217,60168.4776785336,0.277,,,0.0674641,116831.0,0.217331,0.0189847,0.139372,0.611062,44.0
Flushing/Whitestone,2008.0,0.505171,0.00775623268698061,0.196339434276206,94573.0,92569.2098718308,48193.738987709,0.349,,,0.126059,254571.0,0.432559,0.0141061,0.171347,0.357959,45.0
Hillcrest/Fresh Meadows,2008.0,0.477345,0.0121065375302663,0.00847457627118644,55194.0,89912.6701486967,53793.4786836994,0.293,,,0.080397,143686.0,0.32594,0.101861,0.165722,0.367162,46.0
Ozone Park/Woodhaven,2008.0,0.462774,0.108658743633277,0.118845500848896,49281.0,82033.5752686804,52374.10424884,0.335,,,0.11902,155865.0,0.255362,0.0740577,0.390902,0.208065,47.0
South Ozone Park/Howard Beach,2008.0,0.650949,0.122340425531915,0.0354609929078014,44684.0,77682.6065390912,58507.705138645,0.301,,,0.118396,140123.0,0.191339,0.155984,0.268899,0.268614,48.0
Bayside/Little Neck,2008.0,0.743037,0.00856327307326356,0.0,47316.0,96012.6145719351,62346.8634628598,0.324,,,0.0653652,124989.0,0.316684,0.0249222,0.120411,0.526758,49.0
Jamaica,2008.0,0.475812,0.268292682926829,0.254498714652956,76304.0,86706.021282371,46638.5781187707,0.299,,,0.125253,222807.0,0.119906,0.680782,0.133865,0.0135813,50.0
Queens Village,2008.0,0.754824,0.1941431670282,0.00433839479392625,66078.0,97237.0136142708,66948.5148399793,0.282,,,0.070111,203425.0,0.131995,0.582986,0.105916,0.155959,51.0
Rockaways,2008.0,0.394388,0.127937336814621,0.469973890339426,47385.0,83842.9004885869,39266.6513728783,0.29,,,0.152231,117954.0,0.00800312,0.423377,0.17049,0.378181,52.0
North Shore,2008.0,0.562776,0.192170818505338,0.154211150652432,68160.0,92154.8871627181,35129.227120815,0.335,,,0.187867,179225.0,0.0898535,0.21502,0.23817,0.431391,53.0
Mid-Island,2008.0,0.741443,0.0777777777777778,0.0259259259259259,51878.0,97943.7994121689,47286.1749582241,0.315,,,0.079688,142188.0,0.101183,0.039715,0.116381,0.731975,54.0
South Shore,2008.0,0.843201,0.0973282442748092,0.0,59152.0,110734.41727528,68959.7788592853,0.26,,,0.0223493,165994.0,0.0392484,0.0101389,0.102094,0.844525,55.0
Greenwich Village/Financial District,2008.0,0.293458,0.0,0.0100133511348465,86530.0,205997.305040249,99462.9826789153,0.246,,,0.0881787,152633.0,0.142453,0.0206377,0.0522037,0.764291,29.0
Lower East Side/Chinatown,2008.0,0.140201,0.0028328611898017,0.58356940509915,75983.0,110396.692041801,36820.1744238322,0.301,,,0.276948,168794.0,0.358141,0.0794578,0.234866,0.304211,30.0
Morningside Heights/Hamilton Heights,2008.0,0.14091,0.00452488687782805,0.647058823529412,51948.0,157019.022211195,36569.4917763018,0.325,,,0.27435,123363.0,0.0459781,0.27278,0.415027,0.244822,35.0
Central Harlem,2008.0,0.129583,0.00596421471172962,0.986083499005964,60731.0,98618.089311313,33607.7227184433,0.296,,,0.278498,125875.0,0.0306574,0.615563,0.185168,0.109331,36.0
East Harlem,2008.0,0.0660461,0.0,0.905325443786982,47305.0,64787.5375728427,33345.4343927866,0.27,,,0.271492,126609.0,0.0578,0.327931,0.490984,0.108934,37.0
Washington Heights/Inwood,2008.0,0.0860034,0.0,0.567741935483871,74688.0,104832.929948003,40393.5627189523,0.311,,,0.24169,203239.0,0.0252265,0.0863466,0.713948,0.163217,38.0
Mott Haven/Hunts Point,2008.0,0.0646658,0.139784946236559,1.0,50506.0,77813.7507019196,20603.5603778066,0.333,,,0.442426,152295.0,0.00724252,0.280686,0.682682,0.0206179,1.0
Morrisania/Belmont,2008.0,0.0775181,0.136054421768707,1.0,54448.0,54539.7237872272,22032.2193551671,0.349,,,0.430456,152922.0,0.00954081,0.314893,0.62679,0.0411386,2.0
Highbridge/South Concourse,2008.0,0.0561639,0.104166666666667,1.0,49859.0,52304.4701800816,27366.1890220628,0.377,,,0.375088,138648.0,0.0144034,0.30012,0.65447,0.0217746,3.0
University Heights/Fordham,2008.0,0.0364996,0.25,1.0,45116.0,64025.0445199379,30442.8542933727,0.363,,,0.344293,125990.0,0.0128880706,0.306615453,0.6574027046,0.01200717415,4.0
Kingsbridge Heights/Mosholu,2008.0,0.0926681,0.0655737704918033,0.786885245901639,46061.0,81105.121018568,33106.3574233826,0.375,,,0.305718,122723.0,0.0554827,0.197037,0.602177,0.0944811,5.0
Riverdale/Kingsbridge,2008.0,0.285034,0.013215859030837,0.136563876651982,47232.0,98738.7883638276,58493.7783248933,0.262,,,0.150482,123077.0,0.0535031,0.123955,0.401838,0.39082,6.0
Soundview/Parkchester,2008.0,0.237179,0.107899807321773,0.747591522157996,69379.0,76878.3330449314,39356.0150944517,0.291,,,0.214184,183514.0,0.0440566,0.331964,0.572338,0.0316488,7.0
Throgs Neck/Co-op City,2008.0,0.541777,0.0854545454545454,0.0163636363636364,49872.0,81148.0620276357,53208.5525061286,0.262,,,0.0907383,116692.0,0.0250317,0.255596,0.3135,0.394363,8.0
Pelham Parkway,2008.0,0.333695,0.137820512820513,0.490322580645161,48518.0,79605.6674046365,40169.5731311126,0.303,,,0.199865,130517.0,0.0893294,0.215367,0.408698,0.272976,9.0
Williamsbridge/Baychester,2008.0,0.390152,0.335294117647059,0.264705882352941,51218.0,78852.4588942328,42917.7977114453,0.305,,,0.167572,145525.0,0.0225322,0.674152,0.195204,0.0870984,10.0
Williamsburg/Greenpoint,2008.0,0.176325,0.01,0.555,56521.0,72067.7794615365,43043.1390352105,0.303,,,0.307547,149665.0,0.0510273,0.051328,0.250419,0.633635,11.0
Brooklyn Heights/Fort Greene,2008.0,0.30369,0.00817160367722165,0.18488253319714,56640.0,127798.245824533,58764.1906252386,0.255,,,0.205984,116528.0,0.0549396,0.350328,0.157782,0.408623,12.0
Bedford Stuyvesant,2008.0,0.235396,0.128125,0.9375,53525.0,78895.3999033005,34976.0321695465,0.314,,,0.282039,141064.0,0.0229896,0.63031,0.193947,0.136349,13.0
Bushwick,2008.0,0.154843,0.146919431279621,1.0,45096.0,73431.4466413891,36932.7495016583,0.347,,,0.269253,127496.0,0.0353109,0.219772,0.668194,0.0661668,14.0
East New York/Starrett City,2008.0,0.247268,0.155940594059406,0.561881188118812,54879.0,71725.4119568076,30489.2770058783,0.336,,,0.278475,156855.0,0.0456855,0.479551,0.387657,0.0667113,15.0
Park Slope/Carroll Gardens,2008.0,0.361722,0.0119363395225464,0.0238726790450928,54484.0,144587.01980219,72179.19397155,0.272,,,0.109245,118144.0,0.0559825,0.09871,0.171723,0.644603,16.0
Sunset Park,2008.0,0.282535,0.015180265654649,0.659003831417625,48434.0,86140.8247576151,41808.294882561,0.319,,,0.228158,147678.0,0.253145,0.0324422,0.458267,0.240205,17.0
North Crown Heights/Prospect Heights,2008.0,0.203024,0.0482954545454545,0.465909090909091,52636.0,86816.2752245719,39344.4094163253,0.333,,,0.261521,122392.0,0.0196091,0.681098,0.125082,0.14849,18.0
South Crown Heights,2008.0,0.177585,0.107142857142857,0.871428571428571,43752.0,84366.3165720878,35702.5476202594,0.368,,,0.1878,111833.0,0.0150761,0.769111,0.0686291,0.126975,19.0
Bay Ridge,2008.0,0.39637,0.0229445506692161,0.118773946360153,51494.0,90519.6471147077,52760.5733304493,0.286,,,0.121478,121390.0,0.161298,0.00808963,0.130909,0.688492,20.0
Bensonhurst,2008.0,0.355376,0.0028328611898017,0.412181303116147,67083.0,69355.5324833957,37316.8974476423,0.336,,,0.169348,183083.0,0.353965,0.00722077,0.114451,0.516935,21.0
Borough Park,2008.0,0.347731,0.00943396226415094,0.606918238993711,52059.0,70471.9987191558,37211.285776692,0.395,,,0.281792,170292.0,0.10472,0.0196956,0.113669,0.751327,22.0
Coney Island,2008.0,0.289897,0.0115740740740741,0.490740740740741,46379.0,66871.917364345,31771.7044388461,0.312,,,0.190245,104974.0,0.093004,0.125974,0.149561,0.621297,23.0
Flatbush,2008.0,0.241432,0.00558659217877095,0.583798882681564,61829.0,104981.482628021,40596.6620861643,0.328,,,0.215522,172592.0,0.0673786,0.333237,0.161833,0.419284,24.0
Sheepshead Bay/Gravesend,2008.0,0.462216,0.0156985871271586,0.1287284144427,58562.0,84489.3367602277,38911.5176222104,0.322,,,0.123325,145146.0,0.1443798316,0.06196171919,0.07767090631,0.708567019,25.0
Chelsea/Clinton/Midtown,2009.0,0.250089,0.0,0.0909090909090909,96805.0,140613.286160667,80197.9289686477,0.258,0.0248942,,0.127057,147472.0,0.125142,0.0540442,0.158057,0.633883,31.0
Stuyvesant Town/Turtle Bay,2009.0,0.341274,0.0,0.0,99561.0,147201.699470073,101209.906525916,0.255,0.0174128,,0.0685849,155527.0,0.118841,0.0259762,0.0704444,0.765256,32.0
Upper West Side,2009.0,0.345373,0.0,0.019438444924406,121744.0,195164.701306872,97833.6624553996,0.236,0.0225462,,0.0879804,213137.0,0.0845559,0.0559359,0.11457,0.726561,33.0
Upper East Side,2009.0,0.3641,0.00377714825306893,0.0,148515.0,173125.522867096,92285.1600506703,0.26,0.0161105,,0.0588609,234133.0,0.0704941,0.0266686,0.0619691,0.822349,34.0
Brownsville/Ocean Hill,2009.0,0.19975,0.477272727272727,0.977272727272727,44926.0,65498.2106027658,22332.6644062071,0.363,0.1378076,,0.360026,118392.0,0.00272822,0.778169,0.204836,0.00894486,26.0
East Flatbush,2009.0,0.362953,0.712765957446808,0.49468085106383,52048.0,86212.0803673599,41959.249547134,0.331,0.0551186,,0.117249,151181.0,0.0173038,0.899002,0.0475655,0.0166291,27.0
