year,med_r_1f,med_r_cn,volume_1f,volume_cn,rent_pct_nycha,"Serious crime rate (per 1,000 residents)",pct_prof_ela,pct_prof_math,prox_subway_pct,prox_park_pct,District Name,br,gid,sb
2003.0,338938.549039434,83697.070273003,92.0,410.0,,,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2003.0,448574.793983822,308157.395096057,262.0,32.0,,,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2003.0,415026.794742164,159093.604651163,151.0,24.0,,,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2003.0,345855.662285137,,270.0,0.0,,,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2003.0,280143.086450961,152176.49140546,18.0,7.0,,,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2003.0,304352.98281092,141800.821536906,10.0,2.0,,,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2004.0,347395.80078125,180378.588867188,19.0,3.0,,,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2004.0,354744.558105469,,13.0,0.0,,,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2004.0,332698.286132812,,29.0,0.0,,,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2004.0,347395.80078125,,25.0,0.0,,,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2004.0,374118.5546875,,47.0,0.0,,,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2004.0,828405.37109375,367437.866210938,90.0,35.0,,,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2004.0,387479.931640625,94865.7763671875,103.0,512.0,,,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2004.0,481009.5703125,420395.683764648,269.0,66.0,,,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2004.0,467648.193359375,177706.313476562,243.0,17.0,,,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2004.0,397500.964355469,,317.0,0.0,,,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2004.0,336973.926757812,173029.831542969,20.0,6.0,,,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2004.0,380799.243164062,154229.038032227,1.0,2.0,,,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2005.0,382415.548895158,212274.400564175,20.0,3.0,,,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2005.0,331779.098779972,,8.0,0.0,,,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2005.0,412648.56958157,,28.0,0.0,,,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2005.0,407180.895627645,,44.0,0.0,,,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2005.0,418116.243535496,,43.0,0.0,,,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2005.0,881260.390220969,482441.819464034,81.0,29.0,,,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2005.0,436770.660554772,105493.944522802,122.0,645.0,,,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2005.0,529270.838740009,639216.113117066,273.0,101.0,,,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2005.0,514604.607428303,205841.842971321,189.0,17.0,,,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2005.0,450279.031499765,,359.0,0.0,,,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2005.0,353790.667606958,198450.834297132,28.0,15.0,,,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2005.0,334492.994828397,153615.907874941,8.0,2.0,,,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2006.0,384362.075215224,238676.449932034,34.0,6.0,,21.6846034940356,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2006.0,371963.298595378,298810.516538287,13.0,29.0,,15.6273510887556,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2006.0,452555.346624377,,23.0,0.0,,15.4933638836283,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2006.0,421558.405074762,,36.0,0.0,,19.8842617059507,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2006.0,449220.075713638,176682.566832805,42.0,2.0,,15.7272065115161,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2006.0,727808.187584957,697431.184866335,87.0,26.0,,10.6580349741444,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2006.0,477352.899864069,135766.603987313,140.0,670.0,,15.1615343830238,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2006.0,557944.947893068,570343.724512913,273.0,84.0,,12.2813675095733,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2006.0,539966.721794291,221938.101495242,198.0,15.0,,15.3017903275342,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2006.0,477352.899864069,238874.830357952,425.0,40.0,,12.3291990045413,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2006.0,394281.096511101,216978.590847304,27.0,21.0,,21.1541036283304,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2006.0,396760.85183507,123447.179537834,5.0,1.0,,25.5424568597301,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2007.0,403938.199524103,312298.488587292,26.0,6.0,,20.9846297430513,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2007.0,446140.697981845,313504.274257513,11.0,1.0,,15.9211252266002,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2007.0,452169.626332951,,13.0,0.0,,15.3374950316803,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2007.0,425039.448752974,304444.000731471,24.0,11.0,,20.2145650565479,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2007.0,477792.571825152,,32.0,0.0,,15.9605688383506,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2007.0,828977.648277078,437594.089151318,56.0,102.0,,10.9738286030079,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2007.0,458198.554684058,154039.119370759,88.0,630.0,,14.8100489100972,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2007.0,542603.551599542,512458.909844012,254.0,82.0,,11.9277607203229,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2007.0,536574.623248436,229099.277342029,146.0,17.0,,15.1843621845248,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2007.0,488343.196439588,258044.162355689,259.0,8.0,,12.3761546046674,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2007.0,407555.556534767,235128.205693135,19.0,19.0,,21.2027897126304,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2007.0,435288.626949855,331591.059310831,6.0,12.0,,27.9771057577311,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2008.0,381652.725186825,308780.672231129,12.0,27.0,,18.8847084900983,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2008.0,359776.021918552,301747.631286527,6.0,1.0,,15.6775076488754,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2008.0,435212.929740184,,5.0,0.0,,14.2308261828497,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2008.0,353973.182855349,342367.504728945,13.0,22.0,,19.6332311594969,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2008.0,366292.029902622,148552.680017983,12.0,1.0,,15.8191371251176,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2008.0,783383.273532331,550308.18057146,43.0,46.0,,10.8455374412821,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2008.0,414961.021409607,145070.976580061,56.0,349.0,,15.0483441459797,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2008.0,487438.481309006,567227.51842804,162.0,34.0,,11.7638941594508,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2008.0,475832.803182601,226310.723464896,98.0,12.0,,14.7327154806424,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2008.0,429410.090676981,,172.0,0.0,,13.0536568350584,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2008.0,406198.734424172,276737.394924125,9.0,20.0,,21.4462201341302,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2008.0,382987.378171362,241387.659918908,2.0,4.0,,27.6994703570818,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2009.0,276616.300643935,295230.705837644,9.0,58.0,,15.5160848134862,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2009.0,358191.533832999,,2.0,0.0,,14.8964983555814,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2009.0,381426.609813153,,6.0,0.0,,12.0954229111625,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2009.0,385233.83918083,340859.685421725,7.0,7.0,,19.1179579325653,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2009.0,332771.489496464,345631.721017629,11.0,4.0,,14.8291151324862,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2009.0,930142.531405046,415811.84160456,19.0,35.0,,10.243555836261,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2009.0,376043.337696611,206248.996094162,51.0,218.0,,14.220268201288,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2009.0,462760.35258102,433296.210281854,131.0,35.0,,12.0398799461828,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2009.0,462182.624300644,161763.918505225,84.0,9.0,,13.9287843477318,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2009.0,367435.186319012,287824.229283226,134.0,7.0,,12.4298181476687,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2009.0,348832.335690911,253189.418874697,6.0,24.0,,19.1579741720323,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2009.0,361080.175234878,287118.245324607,4.0,20.0,,26.3112933538356,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2010.0,315830.501859971,263797.994719012,10.0,11.0,,14.1671472631077,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2010.0,490375.705618108,227216.188388468,2.0,1.0,,13.8280945909957,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2010.0,355252.51054537,,5.0,0.0,,11.9890795631825,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2010.0,332644.499800717,332303.675518135,12.0,4.0,,17.4616899649325,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2010.0,301970.314368274,411835.021858808,8.0,8.0,,15.0050974254412,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2010.0,695849.576939684,558713.246437824,50.0,43.0,,9.40716202534134,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2010.0,366386.103776405,168139.979407466,36.0,268.0,,13.30833787972,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2010.0,443071.567357513,343664.484937558,120.0,19.0,,11.6619044454781,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2010.0,436539.101941345,206766.731433506,88.0,9.0,,14.2980782817578,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2010.0,369510.326366746,297187.413602697,144.0,1.0,,12.7868508113217,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2010.0,351530.709379567,246529.564401488,8.0,7.0,,17.6617812605878,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2010.0,174388.424588149,253482.379766175,2.0,6.0,,24.6143245415917,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2011.0,280028.070225014,204359.73566717,6.0,4.0,,14.8817732754946,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2011.0,291307.070663012,,2.0,0.0,,14.2446446008973,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2011.0,308590.933387965,,5.0,0.0,,17.1854734111543,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2011.0,343596.099136922,353487.110343213,12.0,3.0,,14.8327900865844,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2011.0,789822.762173116,539907.375160465,32.0,25.0,,9.91831398492102,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2011.0,323661.635408004,143604.13857693,40.0,187.0,,13.7030029367723,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2011.0,413966.545628497,341794.419521391,108.0,20.0,,10.3827496843644,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2011.0,450143.742077685,167354.053803115,65.0,4.0,,15.1017380245867,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2011.0,345202.256194544,327207.000660025,116.0,32.0,,12.9837735650895,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2011.0,338600.884408884,429003.003584721,4.0,3.0,,18.1208127042417,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2011.0,336917.402045875,204359.73566717,1.0,1.0,,25.37993339203,,,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2012.0,292504.275737565,218836.532218474,11.0,3.0,,16.0602793310098,,,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2012.0,161594.528805802,,4.0,0.0,,15.3508921681769,,,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2012.0,394361.847993571,,2.0,0.0,,12.8393135725429,,,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2012.0,292504.275737565,,6.0,0.0,,18.9268386414949,,,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2012.0,208544.71510919,139210.368267693,6.0,1.0,,14.9548411182746,,,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2012.0,853818.355854197,537174.352249513,48.0,27.0,,9.5152903244832,,,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2012.0,291420.926568166,99126.4489999525,25.0,185.0,,13.9293549547876,,,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2012.0,413568.545417835,325004.750819516,116.0,20.0,,9.6102731078477,,,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2012.0,422506.176065371,174587.135394397,81.0,8.0,,13.2206443408224,,,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2012.0,315417.110670341,304288.94800228,112.0,9.0,,13.8174132227065,,,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2012.0,343963.361283988,197711.223415206,7.0,2.0,,17.2136791370209,,,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2013.0,279678.867201645,70319.2580392706,8.0,2.0,,16.3862490910459,0.118181818181818,0.11744966442953,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2013.0,511412.78574015,,1.0,0.0,,14.9343421582753,0.121251629726206,0.164883574575205,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2013.0,304929.873497565,,3.0,0.0,,13.2527301092044,0.0918149466192171,0.132596685082873,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2013.0,250379.176351949,,7.0,0.0,,20.2839025796224,0.125482625482625,0.198675496688742,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2013.0,357988.950018105,267426.269209954,12.0,2.0,,15.1271484571314,0.192588092345079,0.298454221165279,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2013.0,676556.497802074,519714.187240347,49.0,52.0,,9.50546047910666,0.296853625170999,0.357046979865772,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2013.0,306314.949792277,98020.7839335288,28.0,166.0,,14.2021381559856,0.161111111111111,0.246973365617433,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2013.0,399541.238859492,399541.238859492,147.0,19.0,,9.2115755199681,0.272151898734177,0.329497907949791,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2013.0,417121.05336931,187518.021438055,81.0,9.0,,10.1914653101597,0.233552631578947,0.270731707317073,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2013.0,340941.8571601,179793.557486772,130.0,11.0,,13.8371054980833,0.145979020979021,0.152717860224331,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2013.0,486374.868104955,163545.547106486,2.0,2.0,,19.9569384788572,0.0938883968113375,0.125537403267412,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2013.0,271688.042424455,77777.3611646478,1.0,3.0,,27.0068521992114,0.121807465618861,0.179047619047619,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2014.0,279708.357991008,88328.9551550551,6.0,8.0,,15.8847571525288,0.15210355987055,0.212314225053079,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2014.0,136699.573454252,,3.0,0.0,,16.1088766124241,0.148865153538051,0.192108667529107,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2014.0,283914.498712677,,5.0,0.0,,12.9251170046802,0.144285714285714,0.183828610919143,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2014.0,320192.462437075,78865.1385312992,5.0,4.0,,20.476053225729,0.130634774609016,0.196380090497738,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2014.0,210307.036083465,,5.0,0.0,,15.2563789612739,0.194859533771668,0.296037296037296,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2014.0,856396.539311378,521399.513069208,38.0,47.0,,9.33835310770562,0.323287671232877,0.404825737265416,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2014.0,345429.306767091,103576.215271106,32.0,174.0,,14.0802563001312,0.195692307692308,0.271575135787568,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2014.0,399583.368558583,389068.01675441,153.0,27.0,,9.31955611668549,0.31859410430839,0.402027027027027,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2014.0,420614.072166929,205207.090458441,110.0,11.0,,9.29949130987707,0.257465698143664,0.374505146476643,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2014.0,354367.355800638,225819.283064981,133.0,2.0,,13.1610040434805,0.183237469186524,0.267755102040816,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2014.0,289803.095723014,208203.96572263,7.0,5.0,,18.0443074636327,0.117753623188406,0.174067495559503,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2014.0,322295.53279791,174554.839949276,2.0,3.0,,25.0545496305937,0.12,0.193950177935943,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2015.0,330816.612807897,163911.755060294,17.0,2.0,,16.1731150171761,0.13953488372093,0.175548589341693,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2015.0,265703.501715549,203741.025030895,4.0,2.0,,17.2492676231383,0.138491547464239,0.173584905660377,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
2015.0,406956.944327175,,4.0,0.0,,14.6255850234009,0.139630390143737,0.189508196721311,0.982789140683878,0.993445151339888,Fordham/University Heights,BX,205,4
2015.0,338955.75169444,73514.8028461993,8.0,12.0,,20.3199308257674,0.134599504541701,0.163723916532905,0.52268276238482,0.996885735383825,Belmont/East Tremont,BX,206,2
2015.0,420084.587692568,252050.752615541,9.0,1.0,,14.5527906609422,0.197860962566845,0.317469529889727,0.995222489832985,0.898369329174399,Kingsbridge Heights/Bedford,BX,207,5
2015.0,876401.471073619,640628.996231165,58.0,41.0,,9.26954419006989,0.315573770491803,0.421686746987952,0.631724045185584,0.943361126053434,Riverdale/Fieldston,BX,208,6
2015.0,382014.421932929,115523.261615456,28.0,208.0,,14.1731186664964,0.211738891936369,0.248931623931624,0.701497037386608,0.892559383356929,Parkchester/Soundview,BX,209,7
2015.0,429536.49091565,372825.071577154,148.0,22.0,,10.2415442886571,0.304123711340206,0.38469387755102,0.272116864171379,0.750624487919906,Throgs Neck/Co-op City,BX,210,8
2015.0,441088.817077196,168033.835077027,89.0,6.0,,10.8538222410626,0.245268138801262,0.298054474708171,0.858007148716747,0.743979257002227,Morris Park/Bronxdale,BX,211,9
2015.0,369674.437169459,74565.0143154307,113.0,2.0,,13.4104395315864,0.188585607940447,0.212171052631579,0.747298754959139,0.458160410991462,Williamsbridge/Baychester,BX,212,10
2015.0,315063.440769426,194289.121807812,11.0,11.0,,22.2193077368657,0.130857648099027,0.178509532062392,0.999972634977971,0.997892893303779,Mott Haven/Melrose,BX,201,1
2015.0,362322.95688484,68263.7455000422,3.0,1.0,,22.3557784327987,0.131034482758621,0.182885906040268,0.97260346006205,0.997107850870274,Hunts Point/Longwood,BX,202,1
2016.0,358461.242002544,223388.889943614,9.0,3.0,,17.1384869988215,0.204290091930541,0.194331983805668,0.630286079104977,0.99756787158362,Morrisania/Crotona,BX,203,2
2016.0,322095.608755909,,7.0,0.0,,15.8698725083822,0.258959537572254,0.250140213123948,0.962980191495135,0.994301662984068,Highbridge/Concourse,BX,204,3
